"transcript_id","q_value",".transcript_raw","transcript","qvalue","ensembl_gene_id","gene_name"
"ENST00000455976.6",0.008219448,"ENST00000455976.6","ENST00000455976",0.008219448,"ENSG00000128951","DUT"
"ENST00000590435.5",0.008258829,"ENST00000590435.5","ENST00000590435",0.008258829,"ENSG00000163597","SNHG16"
"ENST00000546623.5",0.008269189,"ENST00000546623.5","ENST00000546623",0.008269189,"ENSG00000063177","RPL18"
"ENST00000601216.1",0.008274953,"ENST00000601216.1","ENST00000601216",0.008274953,"ENSG00000142534","RPS11"
"ENST00000634245.2",0.008290609,"ENST00000634245.2","ENST00000634245",0.008290609,"ENSG00000282853","ECH1"
"ENST00000634928.1",0.008290609,"ENST00000634928.1","ENST00000634928",0.008290609,"ENSG00000282853","ECH1"
"ENST00000378937.7",0.00837388,"ENST00000378937.7","ENST00000378937",0.00837388,"ENSG00000165609","NUDT5"
"ENST00000491614.6",0.00837388,"ENST00000491614.6","ENST00000491614",0.00837388,"ENSG00000165609","NUDT5"
"ENST00000402310.5",0.008403597,"ENST00000402310.5","ENST00000402310",0.008403597,"ENSG00000115204","MPV17"
"ENST00000325844.9",0.008435605,"ENST00000325844.9","ENST00000325844",0.008435605,"ENSG00000181991","MRPS11"
"ENST00000533729.1",0.008524891,"ENST00000533729.1","ENST00000533729",0.008524891,"ENSG00000213465","ARL2"
"ENST00000511569.5",0.00857292,"ENST00000511569.5","ENST00000511569",0.00857292,"ENSG00000164211","STARD4"
"ENST00000558102.1",0.008769665,"ENST00000558102.1","ENST00000558102",0.008769665,"ENSG00000128463","EMC4"
"ENST00000256104.5",0.008769759,"ENST00000256104.5","ENST00000256104",0.008769759,"ENSG00000170323","FABP4"
"ENST00000511844.1",0.008769759,"ENST00000511844.1","ENST00000511844",0.008769759,"ENSG00000186468","RPS23"
"ENST00000491410.1",0.008822216,"ENST00000491410.1","ENST00000491410",0.008822216,"ENSG00000078618","NRDC"
"ENST00000506987.1",0.008836299,"ENST00000506987.1","ENST00000506987",0.008836299,"ENSG00000153037","SRP19"
"ENST00000590700.5",0.008874285,"ENST00000590700.5","ENST00000590700",0.008874285,"ENSG00000130165","ELOF1"
"ENST00000646965.1",0.008888305,"ENST00000646965.1","ENST00000646965",0.008888305,"ENSG00000205981","DNAJC19"
"ENST00000505852.1",0.008948847,"ENST00000505852.1","ENST00000505852",0.008948847,"ENSG00000169020","ATP5ME"
"ENST00000331479.4",0.009016918,"ENST00000331479.4","ENST00000331479",0.009016918,"ENSG00000183172","SMDT1"
"ENST00000422252.1",0.009016918,"ENST00000422252.1","ENST00000422252",0.009016918,"ENSG00000183172","SMDT1"
"ENST00000615504.2",0.009117188,"ENST00000615504.2","ENST00000615504",0.009117188,"ENSG00000274112","SMDT1"
"ENST00000630819.1",0.009117188,"ENST00000630819.1","ENST00000630819",0.009117188,"ENSG00000274112","SMDT1"
"ENST00000607266.5",0.009203499,"ENST00000607266.5","ENST00000607266",0.009203499,"ENSG00000112514","CUTA"
"ENST00000645325.2",0.009281527,"ENST00000645325.2","ENST00000645325",0.009281527,"ENSG00000284889","PSME2"
"ENST00000471486.6",0.009371655,"ENST00000471486.6","ENST00000471486",0.009371655,"ENSG00000084623","EIF3I"
"ENST00000569798.5",0.009378298,"ENST00000569798.5","ENST00000569798",0.009378298,"ENSG00000149925","ALDOA"
"ENST00000605895.6",0.009446756,"ENST00000605895.6","ENST00000605895",0.009446756,"ENSG00000157916","RER1"
"ENST00000505719.1",0.009501083,"ENST00000505719.1","ENST00000505719",0.009501083,"ENSG00000163319","MRPS18C"
"ENST00000463045.3",0.009532164,"ENST00000463045.3","ENST00000463045",0.009532164,"ENSG00000117118","SDHB"
"ENST00000585853.2",0.00954969,"ENST00000585853.2","ENST00000585853",0.00954969,"ENSG00000128789","PSMG2"
"ENST00000586817.5",0.009600463,"ENST00000586817.5","ENST00000586817",0.009600463,"ENSG00000099817","POLR2E"
"ENST00000410022.7",0.009634833,"ENST00000410022.7","ENST00000410022",0.009634833,"ENSG00000169599","NFU1"
"ENST00000598987.5",0.009659304,"ENST00000598987.5","ENST00000598987",0.009659304,"ENSG00000099797","TECR"
"ENST00000354171.13",0.009659903,"ENST00000354171.13","ENST00000354171",0.009659903,"ENSG00000167468","GPX4"
"ENST00000680816.1",0.009794968,"ENST00000680816.1","ENST00000680816",0.009794968,"ENSG00000179218","CALR"
"ENST00000537087.5",0.009813724,"ENST00000537087.5","ENST00000537087",0.009813724,"ENSG00000111678","C12orf57"
"ENST00000409116.5",0.009870552,"ENST00000409116.5","ENST00000409116",0.009870552,"ENSG00000124380","SNRNP27"
"ENST00000626345.1",0.009892853,"ENST00000626345.1","ENST00000626345",0.009892853,"ENSG00000276879","IFI27L2"
"ENST00000509431.1",0.009893761,"ENST00000509431.1","ENST00000509431",0.009893761,"ENSG00000113161","HMGCR"
"ENST00000523532.5",0.009920758,"ENST00000523532.5","ENST00000523532",0.009920758,"ENSG00000170791","CHCHD7"
"ENST00000533540.5",0.009956687,"ENST00000533540.5","ENST00000533540",0.009956687,"ENSG00000109971","HSPA8"
"ENST00000525765.5",0.009963483,"ENST00000525765.5","ENST00000525765",0.009963483,"ENSG00000172500","FIBP"
"ENST00000659811.1",0.0100399,"ENST00000659811.1","ENST00000659811",0.0100399,"ENSG00000203875","SNHG5"
"ENST00000567958.5",0.01005277,"ENST00000567958.5","ENST00000567958",0.01005277,"ENSG00000103035","PSMD7"
"ENST00000491103.5",0.010059733,"ENST00000491103.5","ENST00000491103",0.010059733,"ENSG00000137210","TMEM14B"
"ENST00000696000.1",0.010089885,"ENST00000696000.1","ENST00000696000",0.010089885,"ENSG00000196465","MYL6B"
"ENST00000447927.6",0.010143031,"ENST00000447927.6","ENST00000447927",0.010143031,"ENSG00000242372","EIF6"
"ENST00000686722.1",0.010145729,"ENST00000686722.1","ENST00000686722",0.010145729,"ENSG00000130724","CHMP2A"
"ENST00000396394.7",0.010170273,"ENST00000396394.7","ENST00000396394",0.010170273,"ENSG00000129084","PSMA1"
"ENST00000422447.8",0.010170273,"ENST00000422447.8","ENST00000422447",0.010170273,"ENSG00000134333","LDHA"
"ENST00000474648.5",0.010170273,"ENST00000474648.5","ENST00000474648",0.010170273,"ENSG00000144810","COL8A1"
"ENST00000223029.8",0.010223531,"ENST00000223029.8","ENST00000223029",0.010223531,"ENSG00000106305","AIMP2"
"ENST00000676319.1",0.010401151,"ENST00000676319.1","ENST00000676319",0.010401151,"ENSG00000075624","ACTB"
"ENST00000470701.1",0.01042517,"ENST00000470701.1","ENST00000470701",0.01042517,"ENSG00000100142","POLR2F"
"ENST00000678016.1",0.010444382,"ENST00000678016.1","ENST00000678016",0.010444382,"ENSG00000179958","DCTPP1"
"ENST00000688895.1",0.010444382,"ENST00000688895.1","ENST00000688895",0.010444382,"ENSG00000234741","GAS5"
"ENST00000677968.1",0.01046026,"ENST00000677968.1","ENST00000677968",0.01046026,"ENSG00000182718","ANXA2"
"ENST00000677906.1",0.010488584,"ENST00000677906.1","ENST00000677906",0.010488584,"ENSG00000122566","HNRNPA2B1"
"ENST00000367380.9",0.01065033,"ENST00000367380.9","ENST00000367380",0.01065033,"ENSG00000120265","PCMT1"
"ENST00000677572.1",0.010653026,"ENST00000677572.1","ENST00000677572",0.010653026,"ENSG00000010278","CD9"
"ENST00000528920.5",0.010710155,"ENST00000528920.5","ENST00000528920",0.010710155,"ENSG00000104522","GFUS"
"ENST00000550811.2",0.010770246,"ENST00000550811.2","ENST00000550811",0.010770246,"ENSG00000167552","TUBA1A"
"ENST00000675417.1",0.010792804,"ENST00000675417.1","ENST00000675417",0.010792804,"ENSG00000106211","HSPB1"
"ENST00000677210.1",0.010792804,"ENST00000677210.1","ENST00000677210",0.010792804,"ENSG00000135486","HNRNPA1"
"ENST00000247020.9",0.010799848,"ENST00000247020.9","ENST00000247020",0.010799848,"ENSG00000132581","SDF2"
"ENST00000563060.6",0.010801003,"ENST00000563060.6","ENST00000563060",0.010801003,"ENSG00000149925","ALDOA"
"ENST00000522006.5",0.010804023,"ENST00000522006.5","ENST00000522006",0.010804023,"ENSG00000112769","LAMA4"
"ENST00000495492.1",0.01085767,"ENST00000495492.1","ENST00000495492",0.01085767,"ENSG00000173171","MTX1"
"ENST00000525503.5",0.010874078,"ENST00000525503.5","ENST00000525503",0.010874078,"ENSG00000137500","CCDC90B"
"ENST00000319788.11",0.010874078,"ENST00000319788.11","ENST00000319788",0.010874078,"ENSG00000167397","VKORC1"
"ENST00000710758.1",0.010874078,"ENST00000710758.1","ENST00000710758",0.010874078,"ENSG00000285132","CTSB"
"ENST00000628741.1",0.011062529,"ENST00000628741.1","ENST00000628741",0.011062529,"ENSG00000274950","RPS9"
"ENST00000308418.10",0.011178551,"ENST00000308418.10","ENST00000308418",0.011178551,"ENSG00000172922","RNASEH2C"
"ENST00000315580.10",0.011178551,"ENST00000315580.10","ENST00000315580",0.011178551,"ENSG00000182196","ARL6IP4"
"ENST00000559956.6",0.01126904,"ENST00000559956.6","ENST00000559956",0.01126904,"ENSG00000182718","ANXA2"
"ENST00000546760.5",0.011335278,"ENST00000546760.5","ENST00000546760",0.011335278,"ENSG00000258315","BACC1"
"ENST00000465744.5",0.011348792,"ENST00000465744.5","ENST00000465744",0.011348792,"ENSG00000241343","RPL36A"
"ENST00000244520.10",0.011402328,"ENST00000244520.10","ENST00000244520",0.011402328,"ENSG00000124562","SNRPC"
"ENST00000374017.3",0.011402328,"ENST00000374017.3","ENST00000374017",0.011402328,"ENSG00000124562","SNRPC"
"ENST00000396779.7",0.011437447,"ENST00000396779.7","ENST00000396779",0.011437447,"ENSG00000126768","TIMM17B"
"ENST00000484365.1",0.011437447,"ENST00000484365.1","ENST00000484365",0.011437447,"ENSG00000163541","SUCLG1"
"ENST00000574382.1",0.01155127,"ENST00000574382.1","ENST00000574382",0.01155127,"ENSG00000170310","STX8"
"ENST00000677375.1",0.011568455,"ENST00000677375.1","ENST00000677375",0.011568455,"ENSG00000135486","HNRNPA1"
"ENST00000549068.5",0.011590268,"ENST00000549068.5","ENST00000549068",0.011590268,"ENSG00000205352","PRR13"
"ENST00000354429.7",0.011594856,"ENST00000354429.7","ENST00000354429",0.011594856,"ENSG00000170291","ELP5"
"ENST00000677357.1",0.01160289,"ENST00000677357.1","ENST00000677357",0.01160289,"ENSG00000181163","NPM1"
"ENST00000678066.1",0.011604803,"ENST00000678066.1","ENST00000678066",0.011604803,"ENSG00000196531","NACA"
"ENST00000511566.5",0.011658479,"ENST00000511566.5","ENST00000511566",0.011658479,"ENSG00000204628","RACK1"
"ENST00000487304.6",0.01166784,"ENST00000487304.6","ENST00000487304",0.01166784,"ENSG00000137818","RPLP1"
"ENST00000502534.5",0.011784025,"ENST00000502534.5","ENST00000502534",0.011784025,"ENSG00000109475","RPL34"
"ENST00000524932.6",0.011796955,"ENST00000524932.6","ENST00000524932",0.011796955,"ENSG00000110321","EIF4G2"
"ENST00000425653.2",0.01181186,"ENST00000425653.2","ENST00000425653",0.01181186,"ENSG00000226950","DANCR"
"ENST00000450023.6",0.011917077,"ENST00000450023.6","ENST00000450023",0.011917077,"ENSG00000119013","NDUFB3"
"ENST00000525353.5",0.011994163,"ENST00000525353.5","ENST00000525353",0.011994163,"ENSG00000171202","TMEM126A"
"ENST00000706660.1",0.012126825,"ENST00000706660.1","ENST00000706660",0.012126825,"ENSG00000118418","HMGN3"
"ENST00000380171.9",0.01218879,"ENST00000380171.9","ENST00000380171",0.01218879,"ENSG00000138085","ATRAID"
"ENST00000495313.5",0.012202091,"ENST00000495313.5","ENST00000495313",0.012202091,"ENSG00000175854","SWI5"
"ENST00000544381.4",0.012203222,"ENST00000544381.4","ENST00000544381",0.012203222,"ENSG00000014641","MDH1"
"ENST00000675906.1",0.012263962,"ENST00000675906.1","ENST00000675906",0.012263962,"ENSG00000106211","HSPB1"
"ENST00000621421.4",0.012305966,"ENST00000621421.4","ENST00000621421",0.012305966,"ENSG00000150459","SAP18"
"ENST00000451605.1",0.012460894,"ENST00000451605.1","ENST00000451605",0.012460894,"ENSG00000125991","ERGIC3"
"ENST00000273550.12",0.012494758,"ENST00000273550.12","ENST00000273550",0.012494758,"ENSG00000167996","FTH1"
"ENST00000646407.1",0.012509698,"ENST00000646407.1","ENST00000646407",0.012509698,"ENSG00000010278","CD9"
"ENST00000300853.8",0.012588673,"ENST00000300853.8","ENST00000300853",0.012588673,"ENSG00000012061","ERCC1"
"ENST00000506736.2",0.01259321,"ENST00000506736.2","ENST00000506736",0.01259321,"ENSG00000273841","TAF9"
"ENST00000643519.1",0.012593857,"ENST00000643519.1","ENST00000643519",0.012593857,"ENSG00000090013","BLVRB"
"ENST00000479992.5",0.012593857,"ENST00000479992.5","ENST00000479992",0.012593857,"ENSG00000142541","RPL13A"
"ENST00000651860.1",0.012630484,"ENST00000651860.1","ENST00000651860",0.012630484,"ENSG00000112769","LAMA4"
"ENST00000674547.1",0.012631183,"ENST00000674547.1","ENST00000674547",0.012631183,"ENSG00000106211","HSPB1"
"ENST00000265304.11",0.01271955,"ENST00000265304.11","ENST00000265304",0.01271955,"ENSG00000106028","SSBP1"
"ENST00000372550.6",0.012781428,"ENST00000372550.6","ENST00000372550",0.012781428,"ENSG00000171960","PPIH"
"ENST00000453057.5",0.012781428,"ENST00000453057.5","ENST00000453057",0.012781428,"ENSG00000227715","HLA-A"
"ENST00000523541.1",0.012820954,"ENST00000523541.1","ENST00000523541",0.012820954,"ENSG00000112237","CCNC"
"ENST00000636836.1",0.012826698,"ENST00000636836.1","ENST00000636836",0.012826698,"ENSG00000126088","UROD"
"ENST00000440628.5",0.012916747,"ENST00000440628.5","ENST00000440628",0.012916747,"ENSG00000114353","GNAI2"
"ENST00000392210.6",0.012956853,"ENST00000392210.6","ENST00000392210",0.012956853,"ENSG00000173457","PPP1R14B"
"ENST00000462980.2",0.012966834,"ENST00000462980.2","ENST00000462980",0.012966834,"ENSG00000178035","IMPDH2"
"ENST00000498466.1",0.01297662,"ENST00000498466.1","ENST00000498466",0.01297662,"ENSG00000160124","MIX23"
"ENST00000531743.5",0.013007202,"ENST00000531743.5","ENST00000531743",0.013007202,"ENSG00000149806","FAU"
"ENST00000699938.1",0.013008932,"ENST00000699938.1","ENST00000699938",0.013008932,"ENSG00000182117","NOP10"
"ENST00000530199.5",0.013068426,"ENST00000530199.5","ENST00000530199",0.013068426,"ENSG00000198168","SVIP"
"ENST00000576917.5",0.013081332,"ENST00000576917.5","ENST00000576917",0.013081332,"ENSG00000184009","ACTG1"
"ENST00000677326.1",0.013085242,"ENST00000677326.1","ENST00000677326",0.013085242,"ENSG00000123349","PFDN5"
"ENST00000459860.1",0.013085242,"ENST00000459860.1","ENST00000459860",0.013085242,"ENSG00000176101","SSNA1"
"ENST00000433916.5",0.013123666,"ENST00000433916.5","ENST00000433916",0.013123666,"ENSG00000226651","CLIC1"
"ENST00000539770.6",0.013139621,"ENST00000539770.6","ENST00000539770",0.013139621,"ENSG00000182196","ARL6IP4"
"ENST00000549178.5",0.013263062,"ENST00000549178.5","ENST00000549178",0.013263062,"ENSG00000196465","MYL6B"
"ENST00000709242.1",0.0132971,"ENST00000709242.1","ENST00000709242",0.0132971,"ENSG00000291931","RPS2"
"ENST00000597607.5",0.013333577,"ENST00000597607.5","ENST00000597607",0.013333577,"ENSG00000099797","TECR"
"ENST00000412097.5",0.01335963,"ENST00000412097.5","ENST00000412097",0.01335963,"ENSG00000174748","RPL15"
"ENST00000391751.7",0.013413592,"ENST00000391751.7","ENST00000391751",0.013413592,"ENSG00000170889","RPS9"
"ENST00000471855.1",0.013559183,"ENST00000471855.1","ENST00000471855",0.013559183,"ENSG00000241343","RPL36A"
"ENST00000392595.6",0.013583482,"ENST00000392595.6","ENST00000392595",0.013583482,"ENSG00000151500","THYN1"
"ENST00000221784.8",0.013621169,"ENST00000221784.8","ENST00000221784",0.013621169,"ENSG00000105185","PDCD5"
"ENST00000517311.5",0.013722513,"ENST00000517311.5","ENST00000517311",0.013722513,"ENSG00000120533","ENY2"
"ENST00000431066.5",0.013734172,"ENST00000431066.5","ENST00000431066",0.013734172,"ENSG00000115875","SRSF7"
"ENST00000527366.1",0.013746186,"ENST00000527366.1","ENST00000527366",0.013746186,"ENSG00000164032","H2AZ1"
"ENST00000616316.3",0.013935414,"ENST00000616316.3","ENST00000616316",0.013935414,"ENSG00000185201","IFITM2"
"ENST00000496459.2",0.013955686,"ENST00000496459.2","ENST00000496459",0.013955686,"ENSG00000147274","RBMX"
"ENST00000507756.5",0.014007602,"ENST00000507756.5","ENST00000507756",0.014007602,"ENSG00000204628","RACK1"
"ENST00000617872.4",0.014251137,"ENST00000617872.4","ENST00000617872",0.014251137,"ENSG00000173436","MICOS10"
"ENST00000590247.7",0.014251714,"ENST00000590247.7","ENST00000590247",0.014251714,"ENSG00000105185","PDCD5"
"ENST00000393196.8",0.014322382,"ENST00000393196.8","ENST00000393196",0.014322382,"ENSG00000239672","NME1"
"ENST00000457143.6",0.014509936,"ENST00000457143.6","ENST00000457143",0.014509936,"ENSG00000154723","ATP5PF"
"ENST00000642337.1",0.014615215,"ENST00000642337.1","ENST00000642337",0.014615215,"ENSG00000163682","RPL9"
"ENST00000471859.6",0.014619444,"ENST00000471859.6","ENST00000471859",0.014619444,"ENSG00000117410","ATP6V0B"
"ENST00000391839.6",0.014619444,"ENST00000391839.6","ENST00000391839",0.014619444,"ENSG00000203667","COX20"
"ENST00000590954.5",0.014653655,"ENST00000590954.5","ENST00000590954",0.014653655,"ENSG00000091164","TXNL1"
"ENST00000609375.1",0.014719057,"ENST00000609375.1","ENST00000609375",0.014719057,"ENSG00000285508",""
"ENST00000713549.1",0.014719057,"ENST00000713549.1","ENST00000713549",0.014719057,"ENSG00000285508",""
"ENST00000394667.8",0.014746773,"ENST00000394667.8","ENST00000394667",0.014746773,"ENSG00000109475","RPL34"
"ENST00000588699.5",0.01475078,"ENST00000588699.5","ENST00000588699",0.01475078,"ENSG00000089327","FXYD5"
"ENST00000464794.5",0.014887405,"ENST00000464794.5","ENST00000464794",0.014887405,"ENSG00000198176","TFDP1"
"ENST00000400093.3",0.014988293,"ENST00000400093.3","ENST00000400093",0.014988293,"ENSG00000154723","ATP5PF"
"ENST00000394975.3",0.015103921,"ENST00000394975.3","ENST00000394975",0.015103921,"ENSG00000167397","VKORC1"
"ENST00000491610.2",0.015130729,"ENST00000491610.2","ENST00000491610",0.015130729,"ENSG00000178035","IMPDH2"
"ENST00000487465.5",0.01516204,"ENST00000487465.5","ENST00000487465",0.01516204,"ENSG00000125037","EMC3"
"ENST00000368575.5",0.015175499,"ENST00000368575.5","ENST00000368575",0.015175499,"ENSG00000143545","RAB13"
"ENST00000399817.9",0.015238478,"ENST00000399817.9","ENST00000399817",0.015238478,"ENSG00000185201","IFITM2"
"ENST00000506397.5",0.015245787,"ENST00000506397.5","ENST00000506397",0.015245787,"ENSG00000109475","RPL34"
"ENST00000547869.1",0.01525241,"ENST00000547869.1","ENST00000547869",0.01525241,"ENSG00000075415","SLC25A3"
"ENST00000368301.6",0.015281385,"ENST00000368301.6","ENST00000368301",0.015281385,"ENSG00000160789","LMNA"
"ENST00000629845.1",0.015394006,"ENST00000629845.1","ENST00000629845",0.015394006,"ENSG00000136942","RPL35"
"ENST00000601891.5",0.015547603,"ENST00000601891.5","ENST00000601891",0.015547603,"ENSG00000105404","RABAC1"
"ENST00000477151.2",0.015640011,"ENST00000477151.2","ENST00000477151",0.015640011,"ENSG00000177954","RPS27"
"ENST00000225831.4",0.015686198,"ENST00000225831.4","ENST00000225831",0.015686198,"ENSG00000108691","CCL2"
"ENST00000409406.1",0.015828432,"ENST00000409406.1","ENST00000409406",0.015828432,"ENSG00000173933","RBM4"
"ENST00000615264.4",0.015930902,"ENST00000615264.4","ENST00000615264",0.015930902,"ENSG00000100911","PSME2"
"ENST00000531366.5",0.015954161,"ENST00000531366.5","ENST00000531366",0.015954161,"ENSG00000171202","TMEM126A"
"ENST00000443006.5",0.016039498,"ENST00000443006.5","ENST00000443006",0.016039498,"ENSG00000146701","MDH2"
"ENST00000479303.1",0.016081773,"ENST00000479303.1","ENST00000479303",0.016081773,"ENSG00000197448","GSTK1"
"ENST00000219066.5",0.016148854,"ENST00000219066.5","ENST00000219066",0.016148854,"ENSG00000065057","NTHL1"
"ENST00000562951.5",0.016148854,"ENST00000562951.5","ENST00000562951",0.016148854,"ENSG00000065057","NTHL1"
"ENST00000322310.10",0.016191093,"ENST00000322310.10","ENST00000322310",0.016191093,"ENSG00000176101","SSNA1"
"ENST00000710715.1",0.016414882,"ENST00000710715.1","ENST00000710715",0.016414882,"ENSG00000285132","CTSB"
"ENST00000266544.10",0.016499664,"ENST00000266544.10","ENST00000266544",0.016499664,"ENSG00000139180","NDUFA9"
"ENST00000540688.1",0.016499664,"ENST00000540688.1","ENST00000540688",0.016499664,"ENSG00000139180","NDUFA9"
"ENST00000489515.1",0.016515254,"ENST00000489515.1","ENST00000489515",0.016515254,"ENSG00000100060","MFNG"
"ENST00000580907.6",0.016742111,"ENST00000580907.6","ENST00000580907",0.016742111,"ENSG00000108691","CCL2"
"ENST00000540530.5",0.016754081,"ENST00000540530.5","ENST00000540530",0.016754081,"ENSG00000115286","NDUFS7"
"ENST00000559421.1",0.016754081,"ENST00000559421.1","ENST00000559421",0.016754081,"ENSG00000128463","EMC4"
"ENST00000615544.5",0.016767133,"ENST00000615544.5","ENST00000615544",0.016767133,"ENSG00000184009","ACTG1"
"ENST00000526415.5",0.016777511,"ENST00000526415.5","ENST00000526415",0.016777511,"ENSG00000087884","AAMDC"
"ENST00000353107.8",0.01679548,"ENST00000353107.8","ENST00000353107",0.01679548,"ENSG00000147669","POLR2K"
"ENST00000519765.1",0.01679548,"ENST00000519765.1","ENST00000519765",0.01679548,"ENSG00000147669","POLR2K"
"ENST00000393193.6",0.016914697,"ENST00000393193.6","ENST00000393193",0.016914697,"ENSG00000011052","NME1-NME2"
"ENST00000621131.4",0.016932687,"ENST00000621131.4","ENST00000621131",0.016932687,"ENSG00000111237","VPS29"
"ENST00000541455.1",0.016932687,"ENST00000541455.1","ENST00000541455",0.016932687,"ENSG00000181924","COA4"
"ENST00000530726.5",0.017005777,"ENST00000530726.5","ENST00000530726",0.017005777,"ENSG00000177697","CD151"
"ENST00000481057.1",0.017079251,"ENST00000481057.1","ENST00000481057",0.017079251,"ENSG00000122565","CBX3"
"ENST00000680004.1",0.017079251,"ENST00000680004.1","ENST00000680004",0.017079251,"ENSG00000163382","NAXE"
"ENST00000216802.10",0.017118935,"ENST00000216802.10","ENST00000216802",0.017118935,"ENSG00000100911","PSME2"
"ENST00000216714.8",0.017208199,"ENST00000216714.8","ENST00000216714",0.017208199,"ENSG00000100823","APEX1"
"ENST00000509970.5",0.017300843,"ENST00000509970.5","ENST00000509970",0.017300843,"ENSG00000163319","MRPS18C"
"ENST00000496055.5",0.01734937,"ENST00000496055.5","ENST00000496055",0.01734937,"ENSG00000137955","RABGGTB"
"ENST00000223273.7",0.017365902,"ENST00000223273.7","ENST00000223273",0.017365902,"ENSG00000241127","YAE1"
"ENST00000474392.1",0.017365902,"ENST00000474392.1","ENST00000474392",0.017365902,"ENSG00000241127","YAE1"
"ENST00000375784.8",0.017437142,"ENST00000375784.8","ENST00000375784",0.017437142,"ENSG00000213719","CLIC1"
"ENST00000601028.1",0.017441899,"ENST00000601028.1","ENST00000601028",0.017441899,"ENSG00000105404","RABAC1"
"ENST00000423894.5",0.017465097,"ENST00000423894.5","ENST00000423894",0.017465097,"ENSG00000187118","CMC1"
"ENST00000492719.5",0.017518074,"ENST00000492719.5","ENST00000492719",0.017518074,"ENSG00000111640","GAPDH"
"ENST00000680344.1",0.017640017,"ENST00000680344.1","ENST00000680344",0.017640017,"ENSG00000185201","IFITM2"
"ENST00000417030.2",0.017657873,"ENST00000417030.2","ENST00000417030",0.017657873,"ENSG00000217555","CKLF"
"ENST00000404735.1",0.017680146,"ENST00000404735.1","ENST00000404735",0.017680146,"ENSG00000143947","RPS27A"
"ENST00000582898.1",0.017695525,"ENST00000582898.1","ENST00000582898",0.017695525,"ENSG00000182481","KPNA2"
"ENST00000470944.1",0.018136421,"ENST00000470944.1","ENST00000470944",0.018136421,"ENSG00000142168","SOD1"
"ENST00000461211.5",0.018226168,"ENST00000461211.5","ENST00000461211",0.018226168,"ENSG00000088833","NSFL1C"
"ENST00000477168.6",0.018226168,"ENST00000477168.6","ENST00000477168",0.018226168,"ENSG00000105677","TMEM147"
"ENST00000466193.1",0.018226168,"ENST00000466193.1","ENST00000466193",0.018226168,"ENSG00000126088","UROD"
"ENST00000479035.7",0.018317623,"ENST00000479035.7","ENST00000479035",0.018317623,"ENSG00000125691","RPL23"
"ENST00000520148.1",0.018375159,"ENST00000520148.1","ENST00000520148",0.018375159,"ENSG00000104325","DECR1"
"ENST00000560014.5",0.018434048,"ENST00000560014.5","ENST00000560014",0.018434048,"ENSG00000182718","ANXA2"
"ENST00000283882.4",0.018448872,"ENST00000283882.4","ENST00000283882",0.018448872,"ENSG00000153774","CFDP1"
"ENST00000570103.5",0.018448872,"ENST00000570103.5","ENST00000570103",0.018448872,"ENSG00000153774","CFDP1"
"ENST00000546368.2",0.018449115,"ENST00000546368.2","ENST00000546368",0.018449115,"ENSG00000089009","RPL6"
"ENST00000206451.11",0.018559092,"ENST00000206451.11","ENST00000206451",0.018559092,"ENSG00000092010","PSME1"
"ENST00000351500.7",0.018584179,"ENST00000351500.7","ENST00000351500",0.018584179,"ENSG00000123349","PFDN5"
"ENST00000450303.6",0.018833,"ENST00000450303.6","ENST00000450303",0.018833,"ENSG00000196504","PRPF40A"
"ENST00000383384.6",0.018889189,"ENST00000383384.6","ENST00000383384",0.018889189,"ENSG00000206380","SNHG32"
"ENST00000709919.1",0.019064923,"ENST00000709919.1","ENST00000709919",0.019064923,"ENSG00000292165","SH3D19"
"ENST00000393891.8",0.019078287,"ENST00000393891.8","ENST00000393891",0.019078287,"ENSG00000196531","NACA"
"ENST00000464920.2",0.019097808,"ENST00000464920.2","ENST00000464920",0.019097808,"ENSG00000074800","ENO1"
"ENST00000576930.5",0.019106812,"ENST00000576930.5","ENST00000576930",0.019106812,"ENSG00000132507","EIF5A"
"ENST00000644404.1",0.019213561,"ENST00000644404.1","ENST00000644404",0.019213561,"ENSG00000284889","PSME2"
"ENST00000613100.1",0.019261863,"ENST00000613100.1","ENST00000613100",0.019261863,"ENSG00000278461","KGD4"
"ENST00000698323.1",0.019378127,"ENST00000698323.1","ENST00000698323",0.019378127,"ENSG00000131508","UBE2D2"
"ENST00000473459.5",0.019446802,"ENST00000473459.5","ENST00000473459",0.019446802,"ENSG00000188186","LAMTOR4"
"ENST00000512493.5",0.019463014,"ENST00000512493.5","ENST00000512493",0.019463014,"ENSG00000186468","RPS23"
"ENST00000397496.7",0.019642523,"ENST00000397496.7","ENST00000397496",0.019642523,"ENSG00000172590","MRPL52"
"ENST00000536371.5",0.01984097,"ENST00000536371.5","ENST00000536371",0.01984097,"ENSG00000008394","MGST1"
"ENST00000619229.4",0.020015173,"ENST00000619229.4","ENST00000619229",0.020015173,"ENSG00000278270","RPS9"
"ENST00000565758.1",0.020018991,"ENST00000565758.1","ENST00000565758",0.020018991,"ENSG00000179958","DCTPP1"
"ENST00000642961.1",0.020043116,"ENST00000642961.1","ENST00000642961",0.020043116,"ENSG00000099797","TECR"
"ENST00000401811.3",0.020043116,"ENST00000401811.3","ENST00000401811",0.020043116,"ENSG00000175768","TOMM5"
"ENST00000236051.3",0.020102665,"ENST00000236051.3","ENST00000236051",0.020102665,"ENSG00000117395","EBNA1BP2"
