gene_id	gene_name	feature_id	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MSTRG.18718	MSTRG.18718	ENST00000437051.5	0	0	0	0	0	2	0	4	0	2	3	0	0	0	1
MSTRG.7878	MSTRG.7878	ENST00000555943.1	0	0	0	0	1	1	0	4	0	4	1	1	0	0	3
MSTRG.3787	MSTRG.3787	MSTRG.3787.2	0	0	0	0	0	0	0	4	3	0	0	0	0	0	1
MSTRG.7884	MSTRG.7884	ENST00000673911.1	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0
MSTRG.6603		ENST00000538708.5	0	0	0	0	0	0	0	4	0	6	1	0	0	0	0
MSTRG.7811		ENST00000648966.2	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0
MSTRG.7811		ENST00000647797.2	0	2	0	0	0	0	0	4	1	7	4	2	0	3	4
MSTRG.23601		ENST00000700012.1	0	0	0	0	0	2	0	4	3	2	0	0	0	0	1
MSTRG.22618	MSTRG.22618	ENST00000009530.13	0	0	0	0	2	2	0	4	6	0	3	4	0	0	2
MSTRG.22618	MSTRG.22618	ENST00000377795.7	0	0	0	0	2	2	0	4	6	0	3	3	0	0	2
MSTRG.19722	MSTRG.19722	MSTRG.19722.1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.22915		ENST00000654948.2	0	0	0	0	1	0	0	4	6	0	5	2	0	3	2
MSTRG.7036	MSTRG.7036	MSTRG.7036.12	0	0	2	0	0	3	0	4	0	0	0	2	0	4	0
MSTRG.4451		ENST00000532947.2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1
MSTRG.19244		ENST00000464420.6	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0
MSTRG.7002		ENST00000551127.5	0	2	2	0	0	3	0	4	0	6	3	0	0	2	3
MSTRG.4694		ENST00000530839.5	0	0	0	0	0	0	0	4	3	1	3	0	0	1	2
MSTRG.19614		ENST00000692129.1	0	0	0	0	0	3	0	4	0	0	3	4	0	0	0
MSTRG.19382		ENST00000658510.1	0	0	0	0	0	0	0	4	4	0	0	2	0	3	0
MSTRG.19382		ENST00000665694.1	0	0	1	0	1	0	0	4	4	0	1	2	0	3	0
MSTRG.19429	MSTRG.19429	ENST00000498183.5	0	0	2	0	0	1	0	4	1	3	0	0	0	1	0
MSTRG.6991	MSTRG.6991	ENST00000679354.1	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0
MSTRG.19429	MSTRG.19429	ENST00000486457.5	0	0	2	0	1	0	0	4	0	3	0	0	0	0	0
MSTRG.19429	MSTRG.19429	ENST00000472384.5	0	0	1	0	0	0	0	4	0	3	0	0	0	0	0
MSTRG.7346	MSTRG.7346	MSTRG.7346.13	0	0	0	0	0	3	0	4	2	1	0	1	0	2	0
MSTRG.7363	MSTRG.7363	ENST00000674494.1	0	0	0	0	0	0	0	4	0	3	3	0	0	2	0
ENSG00000235257.11	ITGA9-AS1	ENST00000684787.2	0	0	1	0	0	4	0	4	4	3	5	4	0	2	0
MSTRG.6832		ENST00000550718.1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.23059		ENST00000473388.6	0	2	0	0	0	0	0	4	0	0	0	0	0	2	1
MSTRG.19526		ENST00000360356.6	0	0	0	0	0	0	0	4	0	2	0	0	0	2	0
MSTRG.19526		ENST00000471785.5	0	0	0	0	0	0	0	4	0	0	1	0	0	1	0
MSTRG.23033	MSTRG.23033	MSTRG.23033.4	0	0	0	0	0	0	0	4	5	8	6	0	0	1	6
MSTRG.19526		ENST00000462315.5	0	3	1	0	1	0	0	4	0	5	0	0	0	3	0
MSTRG.18994	MSTRG.18994	ENST00000357496.6	0	0	0	0	0	0	0	4	1	4	0	0	0	1	0
MSTRG.8812		ENST00000359520.12	0	0	0	0	3	2	0	4	3	7	6	0	0	3	0
MSTRG.24711	MSTRG.24711	ENST00000395435.7	0	1	0	0	1	1	0	4	4	3	5	1	0	1	3
MSTRG.6357	MSTRG.6357	ENST00000635234.1	0	0	0	0	0	2	0	4	2	1	2	4	0	5	0
MSTRG.2999	MSTRG.2999	ENST00000634899.2	0	1	0	0	1	0	0	4	4	2	2	2	0	1	1
MSTRG.2988		ENST00000686593.1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.24774	MSTRG.24774	ENST00000687534.2	0	0	0	0	5	3	0	4	2	5	7	5	0	6	5
MSTRG.2944	MSTRG.2944	ENST00000449712.1	0	0	0	0	1	3	0	4	4	1	0	2	0	0	0
MSTRG.3210	MSTRG.3210	ENST00000452305.5	0	0	0	0	0	0	0	4	3	2	2	0	0	0	4
MSTRG.3210	MSTRG.3210	ENST00000331737.10	0	0	0	0	0	0	0	4	2	2	2	2	0	0	3
MSTRG.3210	MSTRG.3210	ENST00000436087.7	0	0	0	0	0	0	0	4	2	2	2	2	0	0	2
MSTRG.8641	MSTRG.8641	ENST00000545686.6	0	3	2	0	0	5	0	4	2	2	3	2	0	8	2
MSTRG.4963		ENST00000356135.9	0	0	0	0	0	0	0	4	0	2	0	3	0	2	0
MSTRG.23880	MSTRG.23880	MSTRG.23880.1	0	0	0	0	0	0	0	4	0	4	0	5	0	4	0
MSTRG.2738	MSTRG.2738	ENST00000485838.5	0	0	1	0	0	0	0	4	1	2	1	0	0	1	0
MSTRG.20173	MSTRG.20173	ENST00000494047.5	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0
MSTRG.20249		ENST00000698293.1	0	4	0	0	2	3	0	4	5	7	2	3	0	2	1
MSTRG.20253	MSTRG.20253	ENST00000441879.5	0	1	1	0	0	0	0	4	0	1	1	1	0	0	0
MSTRG.9050	MSTRG.9050	MSTRG.9050.4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.2934	MSTRG.2934	ENST00000677817.1	0	0	0	0	0	4	0	4	2	8	2	0	0	3	2
MSTRG.24818		ENST00000418185.6	0	0	0	0	0	0	0	4	0	2	4	0	0	0	0
ENSG00000206149.13	HERC2P9	ENST00000529624.5	0	0	0	0	0	0	0	4	10	3	3	2	0	3	1
MSTRG.24206		ENST00000507704.5	0	2	0	0	0	0	0	4	0	4	0	0	0	0	0
MSTRG.18053		ENST00000430101.2	0	0	0	0	0	0	0	4	3	1	2	1	0	0	1
MSTRG.3540		ENST00000372765.5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.8019	MSTRG.8019	ENST00000673317.1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.8041	MSTRG.8041	MSTRG.8041.16	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.24019		ENST00000545477.1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000100078.4	PLA2G3	ENST00000215885.4	0	0	1	0	0	1	0	4	0	0	0	4	0	0	0
MSTRG.4857	MSTRG.4857	ENST00000617489.2	0	0	0	0	0	0	0	4	2	2	4	0	0	2	3
ENSG00000227268.5	KLLN	ENST00000445946.5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.8109	MSTRG.8109	ENST00000654295.2	0	0	2	0	1	1	0	4	6	6	3	3	0	5	1
MSTRG.8109	MSTRG.8109	ENST00000668589.1	0	0	3	0	0	5	0	4	11	8	7	5	0	14	6
ENSG00000118495.21	PLAGL1	ENST00000444202.5	0	0	0	0	0	0	0	4	2	0	0	0	0	1	0
MSTRG.18203	MSTRG.18203	MSTRG.18203.21	0	0	0	0	0	2	0	4	1	0	5	0	0	0	4
MSTRG.4912	MSTRG.4912	MSTRG.4912.2	0	0	2	0	0	0	0	4	4	2	0	0	0	0	0
MSTRG.24464		ENST00000342947.9	0	0	0	0	4	4	0	4	5	11	5	3	0	0	0
MSTRG.3375	MSTRG.3375	MSTRG.3375.9	0	0	0	0	0	0	0	4	1	1	1	6	0	4	1
MSTRG.8632	MSTRG.8632	MSTRG.8632.1	0	0	0	0	0	2	0	4	2	6	5	1	0	1	3
MSTRG.4912	MSTRG.4912	MSTRG.4912.8	0	0	1	0	0	0	0	4	8	0	2	0	0	0	1
MSTRG.4912	MSTRG.4912	MSTRG.4912.10	0	0	1	0	0	0	0	4	8	2	2	0	0	0	0
MSTRG.4912	MSTRG.4912	MSTRG.4912.16	0	0	3	0	0	0	0	4	3	2	0	0	0	0	0
MSTRG.6448	MSTRG.6448	MSTRG.6448.24	0	0	0	0	0	3	0	4	0	0	1	2	0	0	0
MSTRG.17746	MSTRG.17746	ENST00000715717.1	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0
MSTRG.17729	MSTRG.17729	ENST00000400485.6	0	2	0	0	0	0	0	4	0	0	8	0	0	2	3
MSTRG.17908		ENST00000329743.4	0	0	0	0	0	0	0	4	2	1	0	2	0	3	0
MSTRG.19936	MSTRG.19936	ENST00000483325.1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.19936	MSTRG.19936	ENST00000471396.1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0
MSTRG.17908		ENST00000431923.2	0	0	0	0	0	0	0	4	2	0	0	2	0	3	0
MSTRG.17908		ENST00000689229.2	0	0	1	0	0	0	0	4	2	0	1	0	0	3	0
MSTRG.3468		ENST00000373202.8	0	3	0	0	2	0	0	4	5	0	0	0	0	0	0
MSTRG.19936	MSTRG.19936	ENST00000496589.5	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0
MSTRG.19946	MSTRG.19946	ENST00000473285.5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.17870	MSTRG.17870	ENST00000647108.1	0	0	0	0	0	0	0	4	3	0	2	2	0	4	2
MSTRG.17870	MSTRG.17870	ENST00000400362.4	0	0	2	0	0	0	0	4	3	1	2	2	0	5	2
MSTRG.17870	MSTRG.17870	ENST00000454115.7	0	0	0	0	0	0	0	4	0	0	3	2	0	2	0
MSTRG.17866		ENST00000462214.5	0	0	0	0	0	0	0	4	1	0	0	0	0	3	0
MSTRG.17824	MSTRG.17824	ENST00000496824.5	0	0	0	0	2	5	0	4	0	5	3	0	0	0	0
MSTRG.24455		ENST00000439199.1	0	0	0	0	1	1	0	4	6	1	0	2	0	1	0
MSTRG.19946	MSTRG.19946	ENST00000651305.1	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0
MSTRG.17891	MSTRG.17891	ENST00000397680.5	0	0	3	0	0	10	0	4	0	0	2	2	0	4	0
MSTRG.17891	MSTRG.17891	ENST00000397682.7	0	0	3	0	1	11	0	4	0	0	2	1	0	4	0
MSTRG.17891	MSTRG.17891	ENST00000291691.12	0	0	3	0	0	11	0	4	0	0	2	2	0	4	0
MSTRG.8413	MSTRG.8413	ENST00000554059.1	0	0	0	0	0	0	0	4	2	0	0	0	0	2	0
MSTRG.784	MSTRG.784	ENST00000373582.4	0	0	0	0	0	0	0	4	0	0	3	6	0	0	5
ENSG00000225201.6	HLA-E	ENST00000491393.1	0	0	1	0	1	0	0	4	0	2	2	0	0	0	0
MSTRG.28491		ENST00000686065.1	0	0	5	0	0	0	0	4	0	2	3	2	0	0	0
MSTRG.27692	MSTRG.27692	ENST00000473604.2	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
ENSG00000223355.5	NOTCH4	ENST00000465833.1	0	0	0	0	0	1	0	4	2	7	3	3	0	4	2
MSTRG.14634	MSTRG.14634	MSTRG.14634.3	0	0	0	0	0	3	0	4	3	4	2	2	0	3	3
MSTRG.27604	MSTRG.27604	MSTRG.27604.2	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1
MSTRG.14011	MSTRG.14011	ENST00000354959.9	0	0	0	0	0	4	0	4	2	0	2	0	0	3	7
MSTRG.887	MSTRG.887	MSTRG.887.7	0	0	0	0	0	0	0	4	6	5	8	7	0	5	1
ENSG00000236632.5	HLA-E	ENST00000493284.1	0	0	1	0	1	0	0	4	0	2	2	0	0	0	0
ENSG00000276935.4	MBOAT7	ENST00000610862.4	0	0	1	0	0	2	0	4	1	0	2	0	0	2	0
MSTRG.14038	MSTRG.14038	MSTRG.14038.42	0	1	0	0	2	0	0	4	0	0	0	2	0	1	1
MSTRG.11650	MSTRG.11650	ENST00000636154.2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000168452.21	PPT2	ENST00000420778.5	0	1	0	0	0	0	0	4	0	0	0	2	0	1	0
MSTRG.14727		ENST00000425675.7	0	2	0	0	0	3	0	4	0	4	3	0	0	0	0
MSTRG.12653	MSTRG.12653	MSTRG.12653.1	0	0	0	0	2	1	0	4	7	1	1	1	0	3	1
MSTRG.14368	MSTRG.14368	MSTRG.14368.2	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0
ENSG00000235643.2	LINC01647	ENST00000453135.2	0	0	0	0	0	1	0	4	2	2	5	2	0	2	0
MSTRG.11374		ENST00000699851.1	0	0	0	0	4	2	0	4	0	0	0	0	0	0	2
MSTRG.12295	MSTRG.12295	ENST00000686977.1	0	0	0	0	0	4	0	4	3	0	3	0	0	0	3
MSTRG.12166	MSTRG.12166	ENST00000508929.1	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0
MSTRG.27896	MSTRG.27896	ENST00000707197.1	0	0	2	0	0	0	0	4	0	1	0	1	0	0	2
MSTRG.12032	MSTRG.12032	MSTRG.12032.31	0	1	0	0	0	0	0	4	1	0	0	1	0	0	3
ENSG00000283059.3	KLLN	ENST00000635224.2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000283059.3	KLLN	ENST00000644082.1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.27730	MSTRG.27730	MSTRG.27730.6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.27866		ENST00000686467.1	0	0	1	0	0	0	0	4	1	1	0	0	0	1	2
ENSG00000291072.2	ENSG00000291072	ENST00000715307.1	0	2	0	0	0	0	0	4	6	3	0	0	0	0	2
MSTRG.28609		ENST00000670930.1	0	0	0	0	0	0	0	4	10	1	4	0	0	0	3
MSTRG.28609		ENST00000673627.1	0	0	0	0	0	0	0	4	10	5	4	0	0	1	3
MSTRG.558		ENST00000634778.1	0	2	0	0	0	1	0	4	2	4	0	0	0	0	1
ENSG00000040487.13	SLC66A1	ENST00000375155.7	0	2	3	0	5	4	0	4	2	5	7	4	0	2	0
ENSG00000206406.9	CSNK2B	ENST00000383431.6	0	0	0	0	1	3	0	4	1	2	1	3	0	6	0
MSTRG.14215	MSTRG.14215	MSTRG.14215.1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	2
MSTRG.14224		ENST00000599644.1	0	0	0	0	0	1	0	4	1	1	0	1	0	1	0
MSTRG.332	MSTRG.332	ENST00000352527.6	0	0	0	0	1	2	0	4	5	2	4	4	0	2	0
ENSG00000089335.22	ZNF302	ENST00000613363.4	0	2	0	0	0	0	0	4	2	0	0	3	0	5	2
MSTRG.10934	MSTRG.10934	ENST00000568787.5	0	0	0	0	0	0	0	4	0	1	2	0	0	0	2
ENSG00000276657.2	PYCR3	ENST00000632107.1	0	4	0	0	2	0	0	4	0	2	2	0	0	0	0
MSTRG.10934	MSTRG.10934	MSTRG.10934.4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000089335.22	ZNF302	ENST00000505242.6	0	2	0	0	0	0	0	4	2	0	0	2	0	5	2
ENSG00000089335.22	ZNF302	ENST00000423823.6	0	2	0	0	1	1	0	4	2	0	0	3	0	5	2
ENSG00000089335.22	ZNF302	ENST00000505365.2	0	2	0	0	0	0	0	4	2	0	0	3	0	5	2
ENSG00000089335.22	ZNF302	ENST00000509196.1	0	2	0	0	0	0	0	4	2	0	0	3	0	5	2
MSTRG.27460	MSTRG.27460	MSTRG.27460.9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2
MSTRG.11805		ENST00000394630.3	0	0	0	0	0	0	0	4	0	5	0	0	0	5	0
MSTRG.13196		ENST00000592111.1	0	0	1	0	1	0	0	4	0	0	1	2	0	0	0
MSTRG.13196		ENST00000585878.1	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0
MSTRG.14188	MSTRG.14188	ENST00000706168.1	0	2	0	0	0	2	0	4	0	3	0	0	0	0	0
MSTRG.14188	MSTRG.14188	ENST00000706167.1	0	2	0	0	0	3	0	4	2	3	0	2	0	0	0
MSTRG.332	MSTRG.332	ENST00000665338.1	0	0	0	0	0	3	0	4	5	1	2	5	0	2	2
MSTRG.13094	MSTRG.13094	MSTRG.13094.1	0	0	0	0	0	0	0	4	8	4	0	6	0	0	0
MSTRG.12788	MSTRG.12788	ENST00000551402.1	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0
MSTRG.14170	MSTRG.14170	ENST00000660190.2	0	0	0	0	2	7	0	4	3	3	2	2	0	3	3
MSTRG.14170	MSTRG.14170	MSTRG.14170.8	0	0	0	0	2	9	0	4	3	2	3	4	0	3	2
MSTRG.13007	MSTRG.13007	ENST00000430882.6	0	0	0	0	0	1	0	4	2	5	0	0	0	0	0
MSTRG.27562	MSTRG.27562	ENST00000429139.3	0	2	0	0	2	6	0	4	0	0	1	4	0	5	2
MSTRG.13007	MSTRG.13007	ENST00000413878.2	0	0	0	0	0	0	0	4	2	5	0	0	0	0	0
MSTRG.11121	MSTRG.11121	ENST00000654033.1	0	0	0	0	0	0	0	4	2	5	0	1	0	0	2
MSTRG.28101	MSTRG.28101	MSTRG.28101.6	0	0	0	0	1	4	0	4	5	0	0	0	0	0	0
MSTRG.14253	MSTRG.14253	ENST00000600973.5	0	0	0	0	0	2	0	4	3	0	4	0	0	7	2
MSTRG.23649	MSTRG.23649	ENST00000684570.1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2
MSTRG.23649	MSTRG.23649	ENST00000684150.1	0	0	0	0	0	2	0	3	1	1	0	0	0	2	1
MSTRG.28203	MSTRG.28203	ENST00000485377.5	0	0	0	0	2	0	0	3	2	5	0	2	0	6	0
ENSG00000283384.1	ENSG00000283384	ENST00000637731.1	0	1	0	0	0	2	0	3	5	2	3	1	0	0	3
MSTRG.28203	MSTRG.28203	MSTRG.28203.16	0	0	0	0	3	0	0	3	2	5	0	0	0	5	0
MSTRG.13746	MSTRG.13746	ENST00000599481.1	0	1	1	0	0	0	0	3	1	0	0	0	0	0	0
MSTRG.7783		ENST00000466153.5	0	0	0	0	1	1	0	3	0	2	0	0	0	0	0
MSTRG.14188	MSTRG.14188	ENST00000333987.12	0	2	0	0	0	3	0	3	2	3	0	2	0	0	0
MSTRG.18531		ENST00000651093.1	0	0	1	0	1	2	0	3	1	1	2	4	0	7	1
MSTRG.7754		ENST00000458283.5	0	0	2	0	0	2	0	3	4	0	1	0	0	0	1
MSTRG.23622	MSTRG.23622	ENST00000430071.6	0	0	0	0	0	0	0	3	6	0	4	0	0	0	0
MSTRG.23622	MSTRG.23622	ENST00000369747.8	0	0	0	0	0	0	0	3	6	0	4	0	0	2	2
MSTRG.18810	MSTRG.18810	ENST00000432809.5	0	0	3	0	3	0	0	3	3	4	1	2	0	2	6
MSTRG.13746	MSTRG.13746	ENST00000593423.5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.18810	MSTRG.18810	ENST00000464990.1	0	2	3	0	3	0	0	3	2	5	1	0	0	1	5
MSTRG.12039		ENST00000354968.5	0	0	0	0	0	4	0	3	0	2	0	0	0	0	0
MSTRG.12039		ENST00000572316.5	0	0	0	0	0	4	0	3	0	2	0	0	0	0	0
MSTRG.12039		ENST00000393450.5	0	0	1	0	0	4	0	3	1	2	0	1	0	0	0
MSTRG.18456	MSTRG.18456	MSTRG.18456.1	0	0	0	0	0	1	0	3	1	2	2	0	0	3	0
MSTRG.12039		ENST00000571981.5	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0
MSTRG.28631	MSTRG.28631	ENST00000471510.1	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0
ENSG00000135341.19	MAP3K7	ENST00000369329.8	0	2	2	0	2	4	0	3	3	5	0	3	0	6	2
MSTRG.13836		ENST00000687001.1	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0
MSTRG.3143	MSTRG.3143	ENST00000376378.5	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0
MSTRG.14170	MSTRG.14170	ENST00000586488.6	0	0	0	0	1	9	0	3	0	3	3	3	0	3	2
MSTRG.18509		ENST00000439308.7	0	0	0	0	2	2	0	3	2	4	0	0	0	0	0
MSTRG.14170	MSTRG.14170	ENST00000586345.6	0	0	0	0	2	7	0	3	2	2	3	2	0	3	2
MSTRG.18509		ENST00000248846.10	0	0	0	0	2	2	0	3	2	4	0	0	0	0	0
MSTRG.18509		ENST00000491449.5	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0
MSTRG.18509		ENST00000498611.5	0	0	0	0	2	2	0	3	3	4	1	0	0	0	1
ENSG00000291050.1	TEKT4P2	ENST00000688451.1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0
ENSG00000282417.2	HERC2P9	ENST00000633515.1	0	1	0	0	0	0	0	3	11	2	2	2	0	2	0
ENSG00000112039.6	FANCE	ENST00000696268.1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000235257.11	ITGA9-AS1	ENST00000614028.4	0	0	0	0	0	2	0	3	3	1	0	0	0	0	0
MSTRG.18487	MSTRG.18487	MSTRG.18487.10	0	0	0	0	0	0	0	3	2	3	0	4	0	2	0
MSTRG.18487	MSTRG.18487	MSTRG.18487.9	0	0	0	0	0	0	0	3	2	3	2	4	0	2	0
MSTRG.13789		ENST00000588071.5	0	0	0	0	1	2	0	3	5	0	4	3	0	2	1
MSTRG.17465	MSTRG.17465	ENST00000371081.5	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0
MSTRG.7579	MSTRG.7579	ENST00000475375.1	0	4	0	0	0	0	0	3	0	0	3	0	0	0	0
MSTRG.13790	MSTRG.13790	MSTRG.13790.1	0	4	0	0	0	1	0	3	3	1	1	1	0	7	0
MSTRG.18658	MSTRG.18658	ENST00000426200.1	0	0	2	0	2	0	0	3	0	1	1	0	0	0	6
MSTRG.18658	MSTRG.18658	ENST00000661022.1	0	0	2	0	0	2	0	3	3	8	3	1	0	0	3
MSTRG.8812		ENST00000558678.1	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0
MSTRG.18635	MSTRG.18635	ENST00000695490.1	0	0	0	0	0	0	0	3	4	7	3	5	0	0	3
MSTRG.18635	MSTRG.18635	ENST00000695489.1	0	0	0	0	0	0	0	3	4	7	3	5	0	0	3
MSTRG.18635	MSTRG.18635	ENST00000254508.7	0	0	0	0	0	1	0	3	4	7	3	7	0	1	3
MSTRG.18709		ENST00000474780.1	0	0	0	0	0	0	0	3	1	5	2	2	0	0	0
MSTRG.12161		ENST00000268933.8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.12161		ENST00000512291.5	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
MSTRG.24747	MSTRG.24747	ENST00000487982.5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.12161		ENST00000512379.5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.12161		ENST00000510045.5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.24751	MSTRG.24751	ENST00000690339.1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
MSTRG.7550	MSTRG.7550	MSTRG.7550.14	0	0	0	0	0	2	0	3	3	0	0	2	0	0	0
MSTRG.24751	MSTRG.24751	ENST00000686269.2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.4069	MSTRG.4069	MSTRG.4069.3	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0
MSTRG.18718	MSTRG.18718	ENST00000419233.6	0	0	0	0	0	1	0	3	0	1	0	0	0	0	2
MSTRG.18718	MSTRG.18718	ENST00000306698.6	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0
MSTRG.18718	MSTRG.18718	ENST00000263753.8	0	0	0	0	0	2	0	3	0	0	0	0	0	0	2
MSTRG.12161		ENST00000574464.5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.17462		ENST00000681664.1	0	0	0	0	0	0	0	3	2	2	3	0	0	2	0
MSTRG.28214	MSTRG.28214	ENST00000408789.1	0	0	0	0	0	1	0	3	2	10	0	0	0	0	1
MSTRG.28713		ENST00000494912.5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.18600	MSTRG.18600	ENST00000673935.2	0	0	0	0	2	1	0	3	1	2	4	2	0	2	0
MSTRG.18600	MSTRG.18600	ENST00000683970.1	0	1	0	0	0	0	0	3	0	2	1	0	0	0	3
MSTRG.18600	MSTRG.18600	MSTRG.18600.59	0	0	3	0	0	0	0	3	1	5	4	4	0	0	2
MSTRG.12194		ENST00000570965.5	0	0	0	0	0	0	0	3	0	2	3	0	0	4	0
MSTRG.18600	MSTRG.18600	ENST00000683279.1	0	0	0	0	0	1	0	3	0	3	3	2	0	0	0
MSTRG.12194		ENST00000348161.8	0	0	0	0	0	0	0	3	0	2	2	1	0	1	0
MSTRG.18600	MSTRG.18600	ENST00000682798.1	0	0	0	0	0	0	0	3	1	0	2	1	0	2	1
MSTRG.23470	MSTRG.23470	ENST00000485336.5	0	2	0	0	0	3	0	3	0	5	0	3	0	0	3
MSTRG.23470	MSTRG.23470	ENST00000486973.1	0	0	0	0	0	3	0	3	0	6	0	0	0	1	2
MSTRG.18600	MSTRG.18600	ENST00000682884.1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
MSTRG.18600	MSTRG.18600	ENST00000683127.1	0	0	0	0	0	0	0	3	1	1	0	1	0	0	2
MSTRG.18600	MSTRG.18600	ENST00000683189.1	0	0	0	0	0	0	0	3	1	1	1	2	0	0	0
MSTRG.3946	MSTRG.3946	ENST00000483496.1	0	0	0	0	0	0	0	3	8	1	2	6	0	5	2
MSTRG.7552		ENST00000618151.1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.8733	MSTRG.8733	MSTRG.8733.1	0	3	3	0	0	5	0	3	5	5	2	3	0	5	4
MSTRG.7482	MSTRG.7482	MSTRG.7482.4	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1
MSTRG.23354		ENST00000353205.5	0	0	1	0	0	0	0	3	0	1	0	0	0	0	1
MSTRG.4008		ENST00000540606.7	0	0	1	0	0	1	0	3	1	4	0	0	0	0	0
MSTRG.18630		ENST00000273037.9	0	0	0	0	2	0	0	3	6	4	2	3	0	0	0
MSTRG.24715		ENST00000423484.3	0	0	1	0	6	3	0	3	0	9	0	0	0	0	0
MSTRG.24715		ENST00000355095.8	0	0	0	0	6	3	0	3	0	9	0	0	0	1	0
MSTRG.111		ENST00000574199.5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.24711	MSTRG.24711	MSTRG.24711.17	0	2	0	0	0	2	0	3	0	0	3	0	0	0	1
MSTRG.23353		ENST00000244669.3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.17520		ENST00000619319.1	0	0	0	0	0	0	0	3	2	0	2	1	0	3	1
ENSG00000141854.10	MISP3	ENST00000587086.3	0	0	0	0	0	0	0	3	2	3	4	0	0	0	0
ENSG00000141854.10	MISP3	ENST00000591982.1	0	0	0	0	0	0	0	3	1	2	2	0	0	0	0
MSTRG.8831	MSTRG.8831	ENST00000495778.1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.23359	MSTRG.23359	MSTRG.23359.1	0	0	0	0	0	0	0	3	0	0	1	0	0	3	0
ENSG00000234876.5	NOTCH4	ENST00000495284.1	0	0	0	0	0	1	0	3	2	9	4	3	0	3	2
