Gene_ID,HUVEC_low1,HUVEC_low2,HUVEC_low3,HUVEC_high1,HUVEC_high2,HUVEC_high3,HUVEC_high4,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENSG00000236078,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0
ENSG00000236081,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
ENSG00000236088,0,0,4,1,0,9,0,0,0,0,0,0,1,0,0
ENSG00000236104,5,0,0,4,2,2,0,4,0,5,4,0,0,4,2
ENSG00000236107,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
ENSG00000236120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000236130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236137,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
ENSG00000236144,0,0,0,0,1,0,0,2,0,1,3,0,0,0,0
ENSG00000236148,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
ENSG00000236149,10,25,1,35,23,33,7,28,41,40,20,31,2,29,15
ENSG00000236152,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000236175,0,0,1,3,2,0,2,0,0,0,0,0,0,0,0
ENSG00000236177,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
ENSG00000236178,4,0,1,0,0,1,1,0,1,6,3,10,0,0,3
ENSG00000236196,3,1,2,4,7,1,1,2,9,2,2,5,0,3,2
ENSG00000236200,0,0,0,0,0,5,0,3,1,6,1,3,0,0,2
ENSG00000236204,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000236213,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
ENSG00000236222,14,15,11,14,28,34,13,14,12,13,11,6,1,11,5
ENSG00000236227,4,1,0,4,3,1,3,3,2,8,3,0,1,1,1
ENSG00000236232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236237,0,0,0,3,0,0,0,0,1,0,0,1,1,0,3
ENSG00000236250,0,2,0,13,4,8,5,6,10,24,8,13,4,2,3
ENSG00000236255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000236256,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
ENSG00000236264,0,0,0,0,0,1,0,0,3,0,3,0,0,2,0
ENSG00000236266,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0
ENSG00000236268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000236271,30,16,18,40,15,30,14,14,22,27,13,13,6,9,6
ENSG00000236283,0,1,3,0,2,1,1,2,0,1,2,0,0,2,0
ENSG00000236287,6,10,1,20,0,1,11,10,10,9,7,8,0,5,9
ENSG00000236304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000236312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236330,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000236333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000236334,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
ENSG00000236342,10,15,3,40,16,33,7,17,41,35,29,25,3,27,18
ENSG00000236346,2,1,3,12,5,3,0,1,12,1,4,2,0,3,4
ENSG00000236349,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000236353,3,4,0,5,2,5,1,2,2,4,4,5,0,0,0
ENSG00000236362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000236364,4,3,2,0,3,0,1,0,1,0,0,0,0,0,0
ENSG00000236369,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000236404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000236417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000236418,11,6,7,7,6,5,3,4,1,1,2,1,4,1,0
ENSG00000236427,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0
ENSG00000236428,16,7,12,19,15,22,13,8,24,52,22,26,3,22,9
ENSG00000236432,2,1,4,2,6,1,0,1,0,0,1,0,0,1,10
ENSG00000236438,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000236439,1,0,0,0,0,1,1,0,2,3,0,1,1,1,0
ENSG00000236443,9,14,1,28,14,50,6,44,49,61,41,36,10,70,47
ENSG00000236444,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0
ENSG00000236457,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0
ENSG00000236490,17,17,10,32,29,27,21,19,60,59,55,49,4,33,28
ENSG00000236491,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000236492,0,3,0,0,1,1,0,0,3,0,0,1,0,0,0
ENSG00000236511,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000236512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000236515,1,0,1,0,5,1,1,1,1,1,2,0,0,1,2
ENSG00000236519,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000236521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000236532,1,0,0,0,3,0,1,1,2,0,0,1,0,0,0
ENSG00000236533,3,1,0,2,0,0,0,2,1,0,1,1,0,2,0
ENSG00000236539,1,1,5,11,6,0,3,0,4,4,0,0,0,0,0
ENSG00000236548,0,0,0,4,0,5,6,1,1,0,1,0,0,1,0
ENSG00000236552,508,390,294,1180,607,1641,379,1078,1483,1573,1364,1285,237,1461,1074
ENSG00000236560,3,1,4,7,2,9,9,10,2,15,13,7,2,17,4
ENSG00000236570,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000236579,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000236581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236609,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000236611,0,1,0,6,0,0,0,0,1,2,0,5,0,1,4
ENSG00000236625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236626,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000236632,63,59,33,66,57,57,56,89,144,153,115,81,16,85,99
ENSG00000236641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000236649,4,2,0,3,2,6,2,5,3,3,2,2,0,1,4
ENSG00000236665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236671,6,13,25,12,19,8,13,9,7,4,3,1,0,1,3
ENSG00000236693,3,1,0,2,0,2,2,0,0,0,0,0,0,0,0
ENSG00000236697,0,1,1,0,1,3,3,0,0,2,7,2,2,1,0
ENSG00000236698,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
ENSG00000236719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000236735,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0
ENSG00000236739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000236751,7,3,6,22,8,10,9,16,56,40,34,25,5,41,28
ENSG00000236753,0,0,1,1,3,0,1,1,0,8,0,1,0,2,0
ENSG00000236754,0,0,0,3,3,5,0,2,1,6,0,1,3,4,0
ENSG00000236756,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
ENSG00000236759,7,0,0,7,3,8,0,1,5,1,13,4,0,5,2
ENSG00000236765,5,2,4,3,1,15,0,6,5,0,1,1,0,5,3
ENSG00000236768,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0
ENSG00000236777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000236778,0,1,1,1,1,0,0,2,3,1,0,4,0,0,1
ENSG00000236780,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
ENSG00000236790,3,6,3,0,4,1,1,0,1,0,1,0,0,0,0
ENSG00000236801,103,67,56,90,102,70,68,81,103,148,96,69,18,72,68
ENSG00000236802,0,1,1,4,0,0,0,0,0,3,0,0,0,3,1
ENSG00000236808,10,29,7,96,26,172,26,59,70,86,94,64,18,88,50
ENSG00000236810,0,3,0,0,0,0,0,3,10,0,0,0,0,0,0
ENSG00000236814,0,2,0,0,1,0,0,0,0,0,0,3,0,1,0
ENSG00000236824,2505,1885,1210,2928,2639,1672,2737,4487,7390,9094,6923,6879,967,7723,4134
ENSG00000236826,19,67,34,247,90,404,66,251,305,333,312,328,67,340,277
ENSG00000236827,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
ENSG00000236828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236830,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
ENSG00000236835,0,0,0,1,0,0,2,1,0,2,0,3,0,0,0
ENSG00000236843,3,0,1,15,10,14,4,3,21,9,4,11,2,12,3
ENSG00000236852,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236859,4,10,0,6,15,7,8,11,8,9,17,10,8,14,16
ENSG00000236861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236873,5,6,3,0,3,6,4,2,8,16,2,9,1,1,5
ENSG00000236880,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236882,1,0,0,0,0,6,1,0,0,1,2,0,0,0,1
ENSG00000236895,1,0,1,0,0,0,0,3,1,3,6,2,1,1,4
ENSG00000236901,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
ENSG00000236913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236915,98,200,222,189,142,68,258,31,62,45,47,25,11,38,34
ENSG00000236925,0,0,0,3,0,0,1,0,1,0,0,2,0,0,3
ENSG00000236934,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
ENSG00000236936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000236949,12,25,5,91,26,172,17,59,69,86,94,74,17,86,50
ENSG00000236971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236972,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0
ENSG00000236988,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000236990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000237006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237010,0,0,0,1,0,0,2,1,0,2,0,3,0,0,0
ENSG00000237012,0,3,1,2,1,1,0,0,15,1,1,3,1,4,3
ENSG00000237019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000237022,16,3,0,2,6,9,4,1,1,11,15,10,1,5,0
ENSG00000237031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237036,6,0,1,5,4,7,3,6,11,0,13,3,1,4,0
ENSG00000237037,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0
ENSG00000237039,362,374,277,636,478,757,381,696,997,1116,959,976,138,851,558
ENSG00000237049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237051,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5
ENSG00000237052,0,0,1,1,4,4,5,0,1,2,8,2,2,1,0
ENSG00000237056,5,1,1,4,2,2,1,4,1,5,4,1,0,4,2
ENSG00000237071,15,6,4,12,17,16,10,5,31,27,13,9,4,17,17
ENSG00000237073,1,0,0,3,0,1,0,4,3,5,4,8,0,2,7
ENSG00000237074,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000237094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237095,0,1,2,6,2,1,3,3,5,5,12,6,0,7,2
ENSG00000237100,2,0,1,6,3,1,1,1,8,1,4,4,1,3,5
ENSG00000237105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000237112,0,0,0,1,2,0,0,1,0,0,0,0,0,0,7
ENSG00000237114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237123,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
ENSG00000237126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000237149,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
ENSG00000237155,29,45,33,51,42,44,39,163,153,196,149,158,32,136,106
ENSG00000237165,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
ENSG00000237172,2,1,1,1,0,0,0,0,1,0,0,1,0,1,0
ENSG00000237174,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
ENSG00000237187,1,5,12,33,10,32,13,33,29,51,29,34,1,52,57
ENSG00000237188,1,0,1,3,6,5,2,20,11,18,2,6,0,19,8
ENSG00000237190,17,13,10,44,37,74,19,74,65,76,58,69,14,60,56
ENSG00000237192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000237208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237212,1,0,1,2,1,0,2,1,3,1,1,1,0,4,3
ENSG00000237233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ENSG00000237238,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
ENSG00000237258,0,0,1,0,1,1,3,0,1,1,0,0,0,0,0
ENSG00000237280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000237282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237283,0,0,0,0,0,0,0,2,0,3,1,2,0,2,0
ENSG00000237289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000237292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000237296,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
ENSG00000237298,0,0,0,0,0,1,0,11,4,0,1,0,0,4,4
ENSG00000237301,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000237310,1,4,1,12,2,14,5,23,29,25,20,23,4,28,33
ENSG00000237313,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
ENSG00000237324,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000237333,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1
ENSG00000237335,10,7,4,6,4,12,4,6,1,12,3,11,0,9,3
ENSG00000237344,1,4,1,5,4,6,0,5,4,6,5,6,0,2,1
ENSG00000237371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000237380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000237390,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000237399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ENSG00000237400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000237402,0,1,2,1,0,2,0,1,0,0,3,1,0,1,2
ENSG00000237403,2,6,9,16,5,14,16,11,8,17,14,13,1,16,4
ENSG00000237405,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1
ENSG00000237413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237414,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0
ENSG00000237424,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ENSG00000237426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237436,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
ENSG00000237440,1,0,1,6,0,3,0,0,1,4,0,1,0,1,1
ENSG00000237441,1,2,2,14,13,4,0,4,19,8,21,14,2,6,10
ENSG00000237450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000237462,0,1,0,0,1,1,0,0,3,0,0,0,0,0,1
ENSG00000237472,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000237476,0,0,0,0,0,0,0,0,0,6,2,1,0,1,0
ENSG00000237477,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237480,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000237484,15,4,19,0,4,0,2,1,0,1,2,0,0,0,1
ENSG00000237489,0,0,0,1,0,0,0,0,1,10,0,0,0,2,0
ENSG00000237491,0,1,0,4,0,1,0,6,0,0,3,0,0,1,0
ENSG00000237493,2,5,4,0,10,1,3,0,3,6,4,2,1,5,4
ENSG00000237495,1,3,0,12,3,13,0,9,16,16,22,20,0,6,11
ENSG00000237499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000237506,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000237508,1,1,1,1,0,0,0,4,3,0,1,2,0,12,2
ENSG00000237515,2,1,2,2,2,1,1,0,0,0,1,0,0,0,0
ENSG00000237525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237530,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000237550,68,78,62,108,98,101,83,134,168,249,136,142,31,136,89
ENSG00000237577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ENSG00000237582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237592,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000237594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000237595,0,0,0,0,0,1,0,4,6,0,0,0,0,0,0
ENSG00000237596,2,1,14,1,2,1,4,5,0,2,0,4,0,0,0
ENSG00000237599,5,0,0,9,0,0,3,4,5,8,7,1,0,6,3
ENSG00000237614,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000237624,1,0,2,0,2,1,0,1,5,1,0,3,0,0,1
ENSG00000237634,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
ENSG00000237637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237638,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000237640,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
ENSG00000237646,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237649,4,8,3,14,10,14,4,7,9,10,1,3,1,1,1
ENSG00000237651,10,15,10,37,14,29,8,29,45,75,44,41,19,59,40
ENSG00000237668,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000237693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000237703,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000237705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237709,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000237710,10,6,2,12,8,34,3,0,0,0,0,0,0,0,0
ENSG00000237716,0,3,0,2,1,2,1,1,3,2,5,0,1,2,2
ENSG00000237724,32,39,29,44,35,22,34,46,41,47,37,22,9,35,19
ENSG00000237732,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000237737,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237740,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000237742,0,0,0,0,0,0,0,2,29,2,9,0,0,0,0
ENSG00000237753,0,0,0,0,0,0,0,1,0,18,1,0,0,5,0
ENSG00000237754,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
ENSG00000237757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000237765,139,248,186,365,414,922,291,682,807,1068,945,987,107,867,624
ENSG00000237772,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000237773,3,0,0,0,0,0,0,2,4,0,3,0,0,0,0
ENSG00000237775,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0
ENSG00000237781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000237797,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000237812,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000237813,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000237819,0,0,0,0,0,3,0,0,2,0,0,3,0,4,0
ENSG00000237821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000237825,2,4,2,18,14,3,1,11,19,15,30,12,6,15,17
ENSG00000237829,1,2,4,23,9,7,21,9,6,13,8,11,2,13,4
ENSG00000237846,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000237850,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0
ENSG00000237851,0,1,4,0,1,0,0,1,0,0,0,0,0,1,0
ENSG00000237852,1,0,1,4,1,1,0,0,3,0,3,2,0,2,1
ENSG00000237870,1,0,1,2,1,1,0,1,0,0,0,0,0,1,1
ENSG00000237877,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ENSG00000237879,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237883,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000237887,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000237888,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000237889,3,5,3,13,4,7,12,6,17,9,4,4,5,4,6
ENSG00000237890,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000237928,1,4,9,5,9,8,2,1,8,6,0,1,1,6,0
ENSG00000237943,0,1,0,0,0,1,8,2,0,0,0,6,0,6,0
ENSG00000237949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000237952,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0
ENSG00000237953,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000237961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237973,1733,1658,875,1865,1879,1509,1474,2285,2869,3778,2570,2219,340,2448,1606
ENSG00000237978,5,14,21,4,6,5,8,1,3,0,0,1,0,0,3
ENSG00000237986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000237991,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
ENSG00000238000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000238005,1,0,0,2,0,5,1,0,1,2,2,0,0,0,0
ENSG00000238035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000238045,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
ENSG00000238056,0,1,0,0,0,3,0,0,2,1,1,2,0,1,1
ENSG00000238057,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000238071,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000238072,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0
ENSG00000238077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238082,12,14,7,6,21,7,8,13,8,14,14,11,2,11,12
ENSG00000238083,3,3,0,3,4,10,2,2,3,0,2,0,0,6,0
ENSG00000238103,74,67,48,91,89,77,70,97,96,169,113,97,20,96,65
ENSG00000238104,11,28,3,17,6,14,9,21,14,21,18,12,6,14,8
ENSG00000238113,5,1,0,5,0,1,0,6,0,0,0,1,0,0,1
ENSG00000238114,0,0,0,4,0,0,0,0,1,0,0,4,1,0,1
ENSG00000238121,0,0,0,1,0,0,0,2,1,0,1,0,0,0,1
ENSG00000238123,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
ENSG00000238134,6,1,0,8,4,8,1,1,2,3,16,4,0,4,5
ENSG00000238138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238142,31,56,32,119,67,134,58,150,238,330,278,267,48,239,189
ENSG00000238151,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000238160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000238164,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000238196,0,1,0,3,3,3,1,7,5,27,4,3,1,14,3
ENSG00000238197,0,0,8,2,1,0,2,2,0,2,0,0,0,3,8
ENSG00000238227,50,6,29,25,27,12,14,4,67,30,18,25,0,15,10
ENSG00000238245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000238258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000238280,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000238289,8,4,1,6,9,16,3,2,12,12,13,12,0,8,6
ENSG00000238295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000238363,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ENSG00000238485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238490,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
ENSG00000238531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000238645,11,6,6,4,3,0,5,2,5,19,6,8,2,4,1
ENSG00000238741,10,3,6,4,10,11,4,3,16,21,11,5,2,3,1
ENSG00000238749,4,0,0,0,0,0,1,1,1,0,0,0,0,0,1
ENSG00000238754,2,0,0,2,0,0,0,0,0,3,0,1,0,0,2
ENSG00000238755,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238795,35,42,19,31,37,22,44,22,23,63,35,25,8,24,14
ENSG00000238825,2,0,0,0,0,0,1,0,0,3,0,0,0,1,0
ENSG00000238835,7,9,3,4,8,2,4,4,3,8,3,1,3,7,1
ENSG00000238862,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000238917,3,0,1,0,0,0,3,2,0,0,2,3,1,1,1
ENSG00000238923,0,0,0,1,0,0,4,0,0,1,2,0,0,0,1
ENSG00000238933,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1
ENSG00000238942,2,0,7,0,2,3,1,0,4,0,1,0,1,0,0
ENSG00000238961,5,3,0,0,1,0,1,2,2,0,2,2,1,3,0
ENSG00000239002,0,0,0,0,4,0,5,0,0,3,2,2,0,4,0
ENSG00000239014,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000239039,23784,20175,12541,10198,10790,5831,16483,8745,15616,25763,14147,11778,1781,10378,5058
ENSG00000239128,11803,9806,6075,5028,5439,2910,8274,5416,9591,15528,8613,7313,1105,6275,2978
ENSG00000239149,1,5,3,5,3,16,5,15,10,13,3,2,2,3,5
ENSG00000239183,0,0,1,0,0,1,2,4,1,3,2,1,0,0,0
ENSG00000239213,1,0,0,10,4,13,17,30,27,29,13,17,4,33,24
ENSG00000239223,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
ENSG00000239264,470,340,228,403,326,373,212,744,1018,1195,960,510,117,637,459
ENSG00000239269,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000239281,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239282,8,16,0,9,9,1,1,2,14,15,9,16,0,21,5
ENSG00000239285,1,1,1,1,0,1,1,4,1,0,0,4,0,0,0
ENSG00000239305,4,12,6,1,1,4,6,11,4,11,12,6,0,3,4
ENSG00000239306,32,20,10,23,14,32,12,20,18,41,16,14,10,8,13
ENSG00000239322,0,0,0,0,0,0,0,1,1,6,1,6,1,7,0
ENSG00000239329,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0
